0.24657762	-0.41651037	0.1582624	-0.3274551	-0.3575041	0.11074809	-0.21650273	0.30665594	0.29980412	0.098793864	0.41484264	0.3553988	0.37561637	-0.024788836	0.19589639	0.32095098
0.27384117	-0.4787484	0.19905233	-0.39663225	-0.3882356	0.028464604	-0.2848077	0.38331845	0.36136863	0.09811081	0.4312547	0.4282844	0.4337812	-0.03729925	0.27931926	0.42279527
0.19310673	-0.36649916	0.08602155	-0.36464623	-0.28427038	-0.027773185	-0.19251138	0.1923322	0.23730977	0.10810452	0.39282933	0.29701868	0.2864505	-0.101666346	0.21201508	0.3567219
0.29002318	-0.46618462	0.06763841	-0.35052937	-0.40946302	-0.08676133	-0.3425515	0.14227393	0.27402592	0.16388732	0.4513437	0.43845183	0.40884918	-0.08349806	0.3258166	0.3445705
0.10293959	-0.30776066	0.1134017	-0.20501937	-0.22800228	0.065006144	-0.11670605	0.25904372	0.23261222	0.115821704	0.26685017	0.29572567	0.23464967	-0.002577649	0.1760613	0.22586356
0.21347839	-0.30259374	0.0800612	-0.32245025	-0.25842032	-0.035752892	-0.2691926	0.1828386	0.24610554	0.096658826	0.376715	0.3527865	0.29303458	-0.10034763	0.20825677	0.3164555
0.2229526	-0.34024224	0.09052589	-0.31104293	-0.34673336	-0.08699393	-0.20391013	0.14735244	0.28360045	0.12772667	0.36258048	0.36019027	0.31855962	-0.10582182	0.23655435	0.27946913
0.07502698	-0.16462828	0.1498356	-0.20427145	-0.20248759	0.10804013	-0.074588805	0.24484077	0.114098266	-0.0072865104	0.2513434	0.13905331	0.17797542	0.051743113	0.12622482	0.15225798
0.1536536	-0.22213544	0.050247543	-0.22844268	-0.1736855	-0.01772353	-0.15426862	0.15235782	0.17726086	0.09599217	0.25297645	0.22419888	0.21190238	-0.040215857	0.14023235	0.20083685
0.032128625	-0.07951553	0.24051462	-0.0667444	-0.06961783	0.1374597	0.015682591	0.3581226	0.048356947	-0.109223686	0.12685928	0.08656465	0.06534449	0.08232038	-0.017022492	0.10190035
0.24036923	-0.4013299	-0.078613505	-0.3151879	-0.31296372	-0.10265126	-0.2622826	-0.041300707	0.26546782	0.14679596	0.37942842	0.35220277	0.35633892	-0.21175048	0.3111769	0.38461465
0.18309635	-0.28070694	0.014208702	-0.28573626	-0.2400202	-0.14983863	-0.23047139	0.020537168	0.22812402	0.19239724	0.27334815	0.28457448	0.23378234	-0.17405088	0.23618962	0.28526583
